Molecule Name,CDD Number,CXSMILES (CDD Compatible),SMILES,Batch Name,Batch Molecule-Batch ID,Canonical PostEra ID,suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0018061,"",N#CC1CN(S(=O)(=O)NCC2=CC=C(Cl)C=C2CC(=O)NC2=CN=CC3=CC=CC=C23)C1,Clc1ccc(CNS(=O)(=O)N2CC(C#N)C2)c(CC(=O)Nc2cncc3ccccc23)c1,001,CVD-0018061-001,ALP-POS-d054b76b-5,N#CC1CN(S(=O)(=O)NCc2ccc(Cl)cc2CC(=O)Nc2cncc3ccccc23)C1,0.231,0.216,0.246,1.12,2.1
CVD-0018053,"",CS(=O)(=O)NCC1=CC=C(Cl)C=C1CC(=O)NC1=CN=CC2=CC=CC=C12,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,001,CVD-0018053-001,ALP-POS-6479a3a9-2,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,0.376,0.303,0.467,0.921,1.1
CVD-0018052,"",N#CC1(CS(=O)(=O)NCC2=CC=C(Cl)C=C2CC(=O)NC2=CN=CC3=CC=CC=C23)CC1,Clc1ccc(CNS(=O)(=O)CC2(C#N)CC2)c(CC(=O)Nc2cncc3ccccc23)c1,002,CVD-0018052-002,ALP-POS-6479a3a9-1,"ClC1=CC=C(CNS(=O)(=O)CC2(CC2)C#N)C(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:24,28,33,t:1,3,22,26,30|",0.133,0.119,0.148,1.03,2.1
CVD-0018040,"",CC1=CC(NC(=O)C2CCOC3=CC=C(Cl)C=C32)=NC=C1N,Cc1cc(NC(=O)C2CCOc3ccc(Cl)cc32)ncc1N,001,CVD-0018040-001,TAT-ENA-0e28ea53-1,Cc1cc(NC(=O)C2CCOc3ccc(Cl)cc32)ncc1N,> 99.5,"","",1.06,2.3
CVD-0018033,"",O=C(CC1=CC(Cl)=CC=C1)NC1=CN=CN1C1=CC=CC=C1,Clc1cccc(CC(=O)Nc2cncn2-c2ccccc2)c1,001,CVD-0018033-001,BEN-DND-1e24cf73-1,O=C(Cc1cccc(Cl)c1)Nc1cncn1-c1ccccc1,> 99.5,"","",1.41,2.3
CVD-0017994,"",COC1=CC2=C(NC(=O)CC3=CC=CC(Cl)=C3)C=NC=C2C=C1F,COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F,002,CVD-0017994-002,PET-UNK-b38839dc-1,"COC1=CC2=C(NC(=O)CC3=CC=CC(Cl)=C3)C=NC=C2C=C1F |c:4,12,15,18,20,23,t:2,10|",1.14,1.00,1.29,1.15,1.1
CVD-0017986,"",O=C(CC1=CC(Cl)=CC=C1)NC1=CN=C2CCCCN12,Clc1cccc(CC(=O)Nc2cnc3n2CCCC3)c1,001,CVD-0017986-001,EDJ-MED-6e43a462-11,O=C(Cc1cccc(Cl)c1)Nc1cnc2n1CCCC2,93.8,73.8,119,1.67,2.3
CVD-0017978,"",COC1=CC=CC2=NC=C(NC(=O)CC3=CC=CC(Cl)=C3)N12,COc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,001,CVD-0017978-001,EDJ-MED-6e43a462-3,COc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,> 99.5,"","","",""
CVD-0017977,"",COC1=CN2C(NC(=O)CC3=CC=CC(Cl)=C3)=CN=C2C=C1,COc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,001,CVD-0017977-001,EDJ-MED-6e43a462-2,COc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,15.9,13.4,18.8,1.20,1.1
CVD-0017976,"",COC1=CC2=NC=C(NC(=O)CC3=CC=CC(Cl)=C3)N2C=C1,COc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,001,CVD-0017976-001,EDJ-MED-6e43a462-1,COc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,> 99.5,"","",1.15,2.3
CVD-0017975,"",CC1=CC=NC(N)=C1NC(=O)C1CCOC2=CC=C(Cl)C=C21,Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,001,CVD-0017975-001,MAT-POS-b5c94171-1,Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,69.5,58.1,83.2,1.13,2.1
CVD-0017974,"",CC1(C(=O)NC2=CN=CC3=CC=CC=C23)CNC(=O)C2=CC=C(Cl)C=C21,CC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,001,CVD-0017974-001,RAL-THA-176e263b-4,CC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,0.876,0.760,1.01,1.26,1.1
CVD-0017971,"",CCC1(C(=O)NC2=CN=CC3=CC=CC=C23)CNC(=O)C2=CC=C(Cl)C=C21,CCC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,001,CVD-0017971-001,RAL-THA-176e263b-1,CCC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,1.18,1.06,1.31,1.19,1.1
CVD-0017968,"",CC1(C(=O)NC2=CN=CC3=CC=C(S(C)(=O)=O)C=C23)CNC(=O)C2=CC=C(Cl)C=C21,CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,001,CVD-0017968-001,MAT-POS-edabd372-2,CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,6.62,5.55,7.90,1.22,1.1
CVD-0017967,"",CC1NC(=O)C2=CC=C(Cl)C=C2C1C(=O)NC1=CN=CC2=CC=C(S(C)(=O)=O)C=C12,CC1NC(=O)c2ccc(Cl)cc2C1C(=O)Nc1cncc2ccc(S(C)(=O)=O)cc12,001,CVD-0017967-001,MAT-POS-edabd372-1,CC1NC(=O)c2ccc(Cl)cc2C1C(=O)Nc1cncc2ccc(S(C)(=O)=O)cc12,1.99,1.79,2.21,1.01,1.1
CVD-0017961,"",O=C(NC1=CN=C2C=CC=CN12)C1CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(C(=O)Nc1cnc3ccccn13)CCO2,001,CVD-0017961-001,MAT-POS-51833a24-1,O=C(Nc1cnc2ccccn12)C1CCOc2ccc(Cl)cc21,3.26,2.89,3.67,1.10,1.1
CVD-0017960,"",CN1N=CC(NC(=O)C2CCOC3=CC=C(Cl)C=C32)=C1C(F)F,Cn1ncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C(F)F,001,CVD-0017960-001,MAT-POS-a2421bb6-4,Cn1ncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C(F)F,> 99.5,"","",1.16,2.1
CVD-0017958,"",CNC1CCC2=C1C=NC=C2NC(=O)C1CCOC2=CC=C(Cl)C=C21,CNC1CCc2c1cncc2NC(=O)C1CCOc2ccc(Cl)cc21,001,CVD-0017958-001,MAT-POS-a2421bb6-2,CNC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,> 99.5,"","","",""
CVD-0017957,"",NC1CCC2=C1C=NC=C2NC(=O)C1CCOC2=CC=C(Cl)C=C21,NC1CCc2c1cncc2NC(=O)C1CCOc2ccc(Cl)cc21,001,CVD-0017957-001,MAT-POS-a2421bb6-1,NC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,25.8,24.0,27.7,1.58,2.1
CVD-0017956,"",O=C1CC2=CC=CC=C2N(C(=O)CC2=CC(Cl)=CC=C2)C1,Clc1cccc(CC(=O)N2CC(=O)Cc3ccccc32)c1,001,CVD-0017956-001,ROB-CAM-6936528f-1,O=C1Cc2ccccc2N(C(=O)Cc2cccc(Cl)c2)C1,> 99.5,"","",1.40,2.3
CVD-0017949,"",O=C1NCC(C(=O)NC2=CN=C3C=CC=CN23)C2=CC(Cl)=CC=C12,Clc1ccc2c(c1)C(C(=O)Nc1cnc3ccccn13)CNC2=O,001,CVD-0017949-001,EDJ-MED-827e7cb4-7,O=C1NCC(C(=O)Nc2cnc3ccccn23)c2cc(Cl)ccc21,5.93,5.32,6.60,1.14,1.1
CVD-0017948,"",CCC1(C(=O)NC2=CN=CC3=CC=C(S(C)(=O)=O)C=C23)CNC(=O)C2=CC=C(Cl)C=C21,CCC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,001,CVD-0017948-001,EDJ-MED-827e7cb4-6,CCC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,1.45,1.32,1.60,1.13,1.1
CVD-0017946,"",CS(=O)(=O)C1=CC=C2C=NC=C(NC(=O)C3CNC(=O)C4=C(F)C=C(F)C=C43)C2=C1,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4c(F)cc(F)cc43)c2c1,001,CVD-0017946-001,EDJ-MED-827e7cb4-4,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4c(F)cc(F)cc43)c2c1,3.60,2.98,4.36,1.15,1.1
CVD-0017944,"",CS(=O)(=O)C1=CC=C2C=NC=C(NC(=O)C3CNC(=O)C4=CC=C(Cl)C=C43)C2=C1,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,001,CVD-0017944-001,EDJ-MED-827e7cb4-1,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,2.74,2.28,3.30,1.10,1.1
CVD-0017940,"",O=C1CN(C(=O)CC2=CC(Cl)=CC=C2)CC2=CC=CC=C12,Clc1cccc(CC(=O)N2CC(=O)c3ccccc3C2)c1,001,CVD-0017940-001,EDJ-MED-c292668a-1,O=C1CN(C(=O)Cc2cccc(Cl)c2)Cc2ccccc21,> 99.5,"","",0.841,3
CVD-0017836,"",O=C(NC1=CN=CC2=CC=CC=C12)C(NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)C1=CC(Cl)=CC=C1,Clc1cccc(C(NC(=O)[C@H]2CC[C@@H](C(=O)N3CCCC3)O2)C(=O)Nc2cncc3ccccc23)c1,001,CVD-0017836-001,MAT-POS-8293a91a-7,"O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:17,20|",19.4,14.9,25.2,1.44,1.1
CVD-0017835,"",O=C(NC1=CN=CC2=CC=CC=C12)C(NC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC2)O1)C1=CC(Cl)=CC=C1,Clc1cccc(C(NC(=O)[C@@H]2CC[C@@H](C(=O)N3CCCC3)O2)C(=O)Nc2cncc3ccccc23)c1,001,CVD-0017835-001,MAT-POS-8293a91a-6,"O=C(Nc1cncc2ccccc12)C(NC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:17,20|",4.48,3.04,6.61,1.14,1.1
CVD-0017834,"",CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,CVD-0017834-001,MAT-POS-8293a91a-5,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,0.179,0.157,0.204,1.20,1.1
CVD-0017834,"",CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,CVD-0017834-001,MAT-POS-8293a91a-5,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,0.0913,0.0872,0.0956,1.05,1.1
CVD-0017834,"",CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,CVD-0017834-001,MAT-POS-8293a91a-5,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,0.104,0.0901,0.120,1.33,1.1
CVD-0017834,"",CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,CVD-0017834-001,MAT-POS-8293a91a-5,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,0.0727,0.0658,0.0803,0.983,2.1
CVD-0017833,"",CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,CVD-0017833-001,MAT-POS-8293a91a-4,[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,10.6,9.12,12.3,0.997,1.1
CVD-0017832,"",O=C(NC1=CN=CC2=CC=C(C(F)(F)F)C=C12)C1CCOC2=CC=C(Cl)C=C21,FC(F)(F)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,001,CVD-0017832-001,MAT-POS-8293a91a-3,O=C(Nc1cncc2ccc(C(F)(F)F)cc12)C1CCOc2ccc(Cl)cc21,> 99.5,"","","",""
CVD-0017831,"",O=C(NC1=CN=CC2=CC=CC=C12)C(NC(=O)[C@H]1CC[C@H](C(=O)N2CCCC2)O1)C1=CC(Cl)=CC=C1,Clc1cccc(C(NC(=O)[C@H]2CC[C@H](C(=O)N3CCCC3)O2)C(=O)Nc2cncc3ccccc23)c1,001,CVD-0017831-001,MAT-POS-8293a91a-2,"O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:17,20|",2.38,1.64,3.43,1.25,1.1
CVD-0017830,"",CC1=CC(O)=NC=C1NC(=O)C1CCOC2=CC=C(Cl)C=C21,Cc1cc(O)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,001,CVD-0017830-001,MAT-POS-8293a91a-1,Cc1cc(O)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,> 99.5,"","",0.388,2.3
CVD-0017825,"",CNC(=O)CN1CC(C(=O)NC2=CN=CC3=CC=C(S(C)(=O)=O)C=C23)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,002,CVD-0017825-002,EDJ-MED-ce467fd5-1,"CNC(=O)CN1CC(C(=O)NC2=CN=CC3=CC=C(C=C23)S(C)(=O)=O)C2=CC(Cl)=CC=C2C1=O |c:13,17,30,32,t:11,15,19,27|",0.330,0.287,0.379,1.13,1.1
CVD-0017818,"",O=C1NCC(C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC(F)=C12,Fc1cc(F)c2c(c1)C(C(=O)Nc1cncc3ccccc13)CNC2=O,002,CVD-0017818-002,ALP-POS-f1807566-1,"FC1=CC(F)=C2C(=O)NCC(C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |c:16,20,27,t:1,4,14,18,22|",1.73,1.38,2.18,1.05,1.1
CVD-0017809,"",COC1=CC=C(CNCC2(C(=O)NC3=CN=CC4=CC=CC=C34)CCOC3=CC=C(Cl)C=C32)C=C1OCC(N)=O,COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OCC(N)=O,001,CVD-0017809-001,MAT-POS-a3f7f96a-9,COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OCC(N)=O.Cl,11.5,10.1,13.2,1.63,1.1
CVD-0017808,"",O=C1COC2=NC=C(CNCC3(C(=O)NC4=CN=CC5=CC=CC=C45)CCOC4=CC=C(Cl)C=C43)C=C2N1,Clc1ccc2c(c1)C(CNCc1cnc3c(c1)NC(=O)CO3)(C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0017808-001,MAT-POS-a3f7f96a-8,Cl.O=C1COc2ncc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2N1,9.47,8.97,10.0,1.37,1.1
CVD-0017807,"",O=C(NC1=CN=CC2=CC=CC=C12)C1(CNCC2=CN(C3CCS(=O)(=O)C3)N=C2)CCOC2=CC=C(Cl)C=C21,Clc1ccc2c(c1)C(CNCc1cnn(C3CCS(=O)(=O)C3)c1)(C(=O)Nc1cncc3ccccc13)CCO2,001,CVD-0017807-001,MAT-POS-a3f7f96a-7,Cl.O=C(Nc1cncc2ccccc12)C1(CNCc2cnn(C3CCS(=O)(=O)C3)c2)CCOc2ccc(Cl)cc21,11.7,9.89,13.8,1.24,1.1
CVD-0017806,"",CC1(N2C=C(CNCC3(C(=O)NC4=CN=CC5=CC=CC=C45)CCOC4=CC=C(Cl)C=C43)C=N2)CCS(=O)(=O)C1,CC1(n2cc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)CCS(=O)(=O)C1,001,CVD-0017806-001,MAT-POS-a3f7f96a-6,CC1(n2cc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)CCS(=O)(=O)C1.Cl,24.4,22.7,26.2,1.36,1.1
CVD-0017805,"",COC(=O)C1=C(C)OC(/C=C2\SC(=C(C#N)C#N)N(C3=CC=CC(C(F)(F)F)=C3)C2=O)=C1,COC(=O)c1cc(/C=c2\sc(=C(C#N)C#N)n(-c3cccc(C(F)(F)F)c3)c2=O)oc1C,001,CVD-0017805-001,MAT-POS-a3f7f96a-5,COC(=O)c1cc(C=c2sc(=C(C#N)C#N)n(-c3cccc(C(F)(F)F)c3)c2=O)oc1C,> 99.5,"","","",""
CVD-0017804,"",CC(C(=O)NS(=O)(=O)C1=CN(C2=CC=CC(C(F)(F)F)=C2)N=C1)N1C=NC(C#N)=N1,CC(C(=O)NS(=O)(=O)c1cnn(-c2cccc(C(F)(F)F)c2)c1)n1cnc(C#N)n1,001,CVD-0017804-001,MAT-POS-a3f7f96a-4,CC(C(=O)NS(=O)(=O)c1cnn(-c2cccc(C(F)(F)F)c2)c1)n1cnc(C#N)n1,> 99.5,"","","",""
CVD-0017803,"",COC(=O)C1=C(C)OC(/C=C2\S/C(=C(/C#N)C(=O)NC(C)C)N(C3=CC=C(OC)C(F)=C3)C2=O)=C1,COC(=O)c1cc(/C=c2\s/c(=C(/C#N)C(=O)NC(C)C)n(-c3ccc(OC)c(F)c3)c2=O)oc1C,001,CVD-0017803-001,MAT-POS-a3f7f96a-3,COC(=O)c1cc(C=c2sc(=C(C#N)C(=O)NC(C)C)n(-c3ccc(OC)c(F)c3)c2=O)oc1C,> 99.5,"","","",""
CVD-0017802,"",CC1=CC=NC(O)=C1NC(=O)C1CCOC2=CC=C(Cl)C=C21,Cc1ccnc(O)c1NC(=O)C1CCOc2ccc(Cl)cc21,001,CVD-0017802-001,MAT-POS-a3f7f96a-2,Cc1ccnc(O)c1NC(=O)C1CCOc2ccc(Cl)cc21,(IC50 could not be calculated),"","","",""
CVD-0017801,"",O=C(NC1=CN=CC2=CC=CC=C12)C12CCC(O1)C1=CC(Cl)=CC=C12,Clc1ccc2c(c1)C1CCC2(C(=O)Nc2cncc3ccccc23)O1,001,CVD-0017801-001,MAT-POS-a3f7f96a-1,O=C(Nc1cncc2ccccc12)C12CCC(O1)c1cc(Cl)ccc12,2.39,2.23,2.57,1.07,1.1
CVD-0017765,"",O=C(NC(C1=CC=CC=C1)C1=CC=CC=C1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NC(c2ccccc2)c2ccccc2)C1,001,CVD-0017765-001,DAN-MCD-9cdc9f7f-1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.635,0.586,0.689,1.58,1.1
CVD-0017764,"",O=C(NC(C1=CC=CC=C1)C1=CC=CC=C1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NC(c2ccccc2)c2ccccc2)C1,001,CVD-0017764-001,DAN-MCD-f396e45b-1,O=C(NC(c1ccccc1)c1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.832,0.712,0.974,1.62,1.1
CVD-0017763,"",O=C(NC1CCCCC1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NC2CCCCC2)C1,001,CVD-0017763-001,DAN-MCD-7eba3d41-1,O=C(NC1CCCCC1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,1.14,1.02,1.28,1.49,1.1
CVD-0017762,"",O=C(NC1=CC=CC=C1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)Nc2ccccc2)C1,001,CVD-0017762-001,DAN-MCD-e5161b06-1,O=C(Nc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.386,0.339,0.440,1.55,1.1
CVD-0017761,"",O=C(NC1=CC=CC=C1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)Nc2ccccc2)C1,002,CVD-0017761-002,DAN-MCD-68a9aade-1,"ClCC(=O)N1CCN([C@@H](C1)C(=O)NC1=CC=CC=C1)S(=O)(=O)C1=CSC=C1 |c:16,18,27,t:14,24|",0.716,0.661,0.776,1.59,1.1
CVD-0017760,"",O=C(NCC1=CC=CC=C1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccc2)C1,001,CVD-0017760-001,DAN-MCD-b3a5626f-1,O=C(NCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.501,0.458,0.549,1.59,1.1
CVD-0017758,"",O=C(NC1=CC=CC=N1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)Nc2ccccn2)C1,001,CVD-0017758-001,DAN-MCD-0fb4364c-1,O=C(Nc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,4.77,4.30,5.29,1.38,1.1
CVD-0017757,"",O=C(NCC1=CC=CC=C1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NCc2ccccc2)C1,001,CVD-0017757-001,DAN-MCD-9b81d1fa-1,O=C(NCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.621,0.550,0.701,1.65,1.1
CVD-0017756,"",O=C(NCC1=CC=CC=N1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NCc2ccccn2)C1,001,CVD-0017756-001,DAN-MCD-52f1549c-1,O=C(NCc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.307,0.285,0.331,1.37,1.1
CVD-0017755,"",O=C(NCC1=CC=CC=N1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccn2)C1,001,CVD-0017755-001,DAN-MCD-8aee1169-1,O=C(NCc1ccccn1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,0.542,0.520,0.565,1.55,1.1
CVD-0017754,"",O=C(NCCC1=CC=CC=C1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCCc2ccccc2)C1,001,CVD-0017754-001,DAN-MCD-9950a804-1,O=C(NCCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,1.28,1.15,1.42,1.39,1.1
CVD-0017753,"",O=C(NCCC1=CC=CC=C1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)C1=CSC=C1,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NCCc2ccccc2)C1,001,CVD-0017753-001,DAN-MCD-1a622181-1,O=C(NCCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,2.43,1.95,3.02,1.68,1.1
CVD-0017752,"",CC1=CC=C(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NC2CCCCC2)C=C1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NC2CCCCC2)cc1,001,CVD-0017752-001,DAN-MCD-881986d8-1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NC2CCCCC2)cc1,4.48,3.46,5.81,1.95,1.1
CVD-0017751,"",CC1=CC=C(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCCC2=CC=CC=C2)C=C1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCCc2ccccc2)cc1,001,CVD-0017751-001,DAN-MCD-34fd4f29-1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCCc2ccccc2)cc1,11.8,9.17,15.3,1.89,1.1
CVD-0017750,"",CC1=CC=C(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCC2=CC=CC=C2)C=C1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCc2ccccc2)cc1,001,CVD-0017750-001,DAN-MCD-1c3944e2-1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCc2ccccc2)cc1,3.65,2.89,4.62,1.43,1.1
CVD-0017746,"",O=C(NC1=CN=CC2=CC=CC=C12)C1=C2C=C(Cl)C(Cl)=CC2=NC=C1,Clc1cc2nccc(C(=O)Nc3cncc4ccccc34)c2cc1Cl,001,CVD-0017746-001,MAT-POS-d8472c4f-4,O=C(Nc1cncc2ccccc12)c1ccnc2cc(Cl)c(Cl)cc12,28.1,23.6,33.5,0.811,2.1
